CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
228,Male,35,28,61
229,Female,40,29,31
230,Female,23,29,87
231,Male,60,30,4
232,Female,21,30,73
233,Male,53,33,4
234,Male,18,33,92
235,Female,49,33,14
236,Female,21,33,81
237,Female,42,34,17
238,Female,30,34,73
239,Female,36,37,26
240,Female,20,37,75
241,Female,65,38,35
242,Male,24,38,92
243,Male,48,39,36
244,Female,31,39,61
245,Female,49,39,28
246,Female,24,39,65
247,Female,50,40,55
248,Female,27,40,47
249,Female,29,40,42
250,Female,31,40,42
251,Female,49,42,52
252,Male,33,42,60
253,Female,31,43,54
254,Male,59,43,60
255,Female,50,43,45
256,Male,47,43,41
257,Female,51,44,50
258,Male,69,44,46
259,Female,27,46,51
260,Male,53,46,46
261,Male,70,46,56
262,Male,19,46,55
263,Female,67,47,52
264,Female,54,47,59
265,Male,63,48,51
266,Male,18,48,59
267,Female,43,48,50
268,Female,68,48,48
269,Male,19,48,59
270,Female,32,48,47
271,Male,70,49,55
272,Female,47,49,42
273,Female,60,50,49
274,Female,60,50,56
275,Male,59,54,47
276,Male,26,54,54
277,Female,45,54,53
278,Male,40,54,48
279,Female,23,54,52
280,Female,49,54,42
281,Male,57,54,51
282,Male,38,54,55
283,Male,67,54,41
284,Female,46,54,44
285,Female,21,54,57
286,Male,48,54,46
287,Female,55,57,58
288,Female,22,57,55
289,Female,34,58,60
290,Female,50,58,46
291,Female,68,59,55
292,Male,18,59,41
293,Male,48,60,49
294,Female,40,60,40
295,Female,32,60,42
296,Male,24,60,52
297,Female,47,60,47
298,Female,27,60,50
299,Male,48,61,42
300,Male,20,61,49
301,Female,23,62,41
301,Female,49,62,48
303,Male,67,62,59
304,Male,26,62,55
305,Male,49,62,56
306,Female,21,62,42
307,Female,66,63,50
308,Male,54,63,46
309,Male,68,63,43
310,Male,66,63,48
311,Male,65,63,52
312,Female,19,63,54
313,Female,38,64,42
314,Male,19,64,46
315,Female,18,65,48
316,Female,19,65,50
317,Female,63,65,43
318,Female,49,65,59
319,Female,51,67,43
320,Female,50,67,57
321,Male,27,67,56
322,Female,38,67,40
323,Female,40,69,58
324,Male,39,69,91
325,Female,23,70,29
326,Female,31,70,77
327,Male,43,71,35
328,Male,40,71,95
329,Male,59,71,11
330,Male,38,71,75
331,Male,47,71,9
332,Male,39,71,75
333,Female,25,72,34
334,Female,31,72,71
335,Male,20,73,5
336,Female,29,73,88
337,Female,44,73,7
338,Male,32,73,73
339,Male,19,74,10
340,Female,35,74,72
341,Female,57,75,5
342,Male,32,75,93
343,Female,28,76,40
344,Female,32,76,87
345,Male,25,77,12
346,Male,28,77,97
347,Male,48,77,36
348,Female,32,77,74
349,Female,34,78,22
350,Male,34,78,90
351,Male,43,78,17
352,Male,39,78,88
353,Female,44,78,20
354,Female,38,78,76
355,Female,47,78,16
356,Female,27,78,89
357,Male,37,78,1
358,Female,30,78,78
359,Male,34,78,1
360,Female,30,78,73
361,Female,56,79,35
362,Female,29,79,83
363,Male,19,81,5
364,Female,31,81,93
365,Male,50,85,26
366,Female,36,85,75
367,Male,42,86,20
368,Female,33,86,95
369,Female,36,87,27
370,Male,32,87,63
371,Male,40,87,13
372,Male,28,87,75
373,Male,36,87,10
374,Male,36,87,92
375,Female,52,88,13
376,Female,30,88,86
377,Male,58,88,15
378,Male,27,88,69
379,Male,59,93,14
380,Male,35,93,90
381,Female,37,97,32
382,Female,32,97,86
383,Male,46,98,15
384,Female,29,98,88
385,Female,41,99,39
386,Male,30,99,97
387,Female,54,101,24
388,Male,28,101,68
389,Female,41,103,17
390,Female,36,103,85
391,Female,34,103,23
392,Female,32,103,69
393,Male,33,113,8
394,Female,38,113,91
395,Female,47,120,16
396,Female,35,120,79
397,Female,45,126,28
398,Male,32,126,74
399,Male,32,137,18
400,Male,30,137,83
401,Male,35,74,72
402,Female,57,75,5
403,Female,32,75,93
404,Male,28,76,40
405,Male,32,76,87
406,Male,25,77,12
407,Female,28,77,97
408,Female,48,77,36
409,Female,32,77,74
410,Female,34,78,22
411,Male,34,78,90
412,Female,43,78,17
413,Male,39,78,88
414,Female,44,78,20
415,Female,38,78,76
416,Female,47,78,16
417,Male,27,78,89
418,Female,37,78,1
419,Male,30,78,78
420,Female,34,78,1
421,Male,30,78,73
422,Female,56,79,35
423,Female,29,79,83
424,Male,19,81,5
425,Male,31,81,93
426,Male,50,85,26
427,Male,36,85,75
428,Male,42,86,20
429,Female,33,86,95
430,Female,36,87,27
431,Male,32,87,63
432,Male,40,87,13
433,Male,28,87,75
434,Male,36,87,10
435,Female,36,87,92
436,Female,52,88,13
437,Male,30,88,86
438,Female,58,88,15
439,Female,27,88,69
440,Male,59,93,14
441,Female,35,93,90
442,Male,37,97,32
443,Female,32,97,86
444,Female,46,98,15
445,Female,29,98,88
446,Female,41,99,39
447,Male,30,99,97
448,Female,54,101,24
449,Female,28,101,68
450,Male,41,103,17
451,Female,36,103,85
452,Male,34,103,23
453,Female,32,103,69
454,Male,33,113,8
455,Male,38,113,91
456,Male,47,120,16
457,Female,35,120,79
458,Female,45,126,28
459,Male,32,126,74
460,Male,32,137,18
461,Female,30,137,83
462,Female,49,39,28
463,Male,24,39,65
464,Female,50,40,55
465,Female,27,40,47
466,Female,29,40,42
467,Female,31,40,42
468,Female,49,42,52
469,Male,33,42,60
470,Female,31,43,54
471,Male,59,43,60
472,Female,50,43,45
473,Male,47,43,41
474,Female,51,44,50
475,Male,69,44,46
476,Female,27,46,51
477,Male,53,46,46
478,Male,70,46,56
479,Male,19,46,55
480,Female,67,47,52
481,Female,54,47,59
482,Male,63,48,51
483,Male,18,48,59
484,Female,43,48,50
485,Female,68,48,48
486,Male,19,48,59
487,Female,32,48,47
488,Male,70,49,55
489,Female,47,49,42
490,Female,60,50,49
491,Female,60,50,56
492,Male,59,54,47
493,Male,26,54,54
494,Female,45,54,53
495,Male,40,54,48
496,Female,23,54,52
497,Female,49,54,42
498,Male,57,54,51
499,Male,38,54,55
500,Male,67,54,41
501,Female,46,54,44
502,Female,21,54,57
503,Male,48,54,46
504,Female,55,57,58
505,Female,22,57,55
506,Female,34,58,60
507,Female,50,58,46
508,Female,68,59,55
509,Male,18,59,41
510,Male,48,60,49
511,Female,40,60,40
512,Female,32,60,42
513,Male,24,60,52
514,Female,47,60,47
515,Female,27,60,50
516,Male,48,61,42
517,Male,20,61,49
518,Female,23,62,41
519,Female,49,62,48
520,Male,67,62,59
521,Male,26,62,55
522,Male,49,62,56
523,Female,21,62,42
524,Female,66,63,50
525,Male,54,63,46
526,Male,68,63,43
527,Male,66,63,48
528,Male,65,63,52
529,Female,19,63,54
530,Female,38,64,42
531,Male,19,64,46
532,Female,18,65,48
533,Female,19,65,50
534,Female,63,65,43
535,Female,49,65,59
536,Female,51,67,43
537,Female,50,67,57
538,Male,27,67,56
539,Female,38,67,40
540,Female,40,69,58
541,Male,39,69,91
542,Female,23,70,29
543,Female,31,70,77
544,Male,43,71,35
545,Male,40,71,95
546,Male,59,71,11
547,Male,38,71,75
548,Male,47,71,9
549,Male,39,71,75
550,Female,25,72,34
551,Female,31,72,71
552,Male,20,73,5
553,Female,29,73,88
554,Female,44,73,7
555,Male,32,73,73
556,Male,19,74,10
557,Female,35,74,72
558,Female,57,75,5
559,Male,32,75,93
560,Female,28,76,40
561,Female,32,76,87
562,Male,25,77,12
563,Male,28,77,97
564,Male,48,77,36
565,Female,32,77,74
566,Female,34,78,22
567,Male,34,78,90
568,Male,43,78,17
569,Male,39,78,88
570,Female,44,78,20
571,Female,38,78,76
572,Female,47,78,16
573,Female,27,78,89
574,Male,37,78,1
575,Female,30,78,78
576,Male,34,78,1
577,Female,30,78,73
578,Female,56,79,35
579,Female,29,79,83
580,Male,19,81,5
581,Female,31,81,93
582,Male,50,85,26
583,Female,36,85,75
584,Male,42,86,20
585,Female,33,86,95
586,Female,36,87,27
587,Male,32,87,63
588,Male,40,87,13
589,Male,28,87,75
590,Male,36,87,10
591,Male,36,87,92
592,Female,52,88,13
593,Female,30,88,86
594,Male,58,88,15
595,Male,27,88,69
596,Male,59,93,14
597,Male,35,93,90
598,Female,37,97,32
599,Female,32,97,86
600,Male,46,98,15
601,Female,29,98,88
602,Female,41,99,39
603,Male,30,99,97
604,Female,54,101,24
605,Male,28,101,68
606,Female,41,103,17
607,Female,36,103,85
608,Female,34,103,23
609,Female,32,103,69
610,Male,33,113,8
611,Female,38,113,91
612,Female,47,120,16
613,Female,35,120,79
614,Female,45,126,28
615,Male,32,126,74
616,Male,32,137,18
617,Male,30,137,83
618,Male,19,15,39
619,Male,21,15,81
620,Female,20,16,6
621,Female,23,16,77
622,Female,31,17,40
623,Female,22,17,76
624,Female,35,18,6
625,Female,23,18,94
626,Male,64,19,3
627,Female,30,19,72
628,Male,67,19,14
629,Female,35,19,99
630,Female,58,20,15
631,Female,24,20,77
632,Male,37,20,13
633,Male,22,20,79
634,Female,35,21,35
635,Male,20,21,66
636,Male,52,23,29
637,Female,35,23,98
638,Male,35,24,35
639,Male,25,24,73
640,Female,46,25,5
641,Male,31,25,73
642,Female,54,28,14
643,Male,29,28,82
644,Female,45,28,32
645,Male,35,28,61
646,Female,40,29,31
647,Female,23,29,87
648,Male,60,30,4
649,Female,21,30,73
650,Male,53,33,4
651,Male,18,33,92
652,Female,49,33,14
653,Female,21,33,81
654,Female,42,34,17
655,Female,30,34,73
656,Female,36,37,26
657,Female,20,37,75
658,Female,65,38,35
659,Male,24,38,92
660,Male,48,39,36
661,Female,31,39,61
662,Female,49,39,28
663,Female,24,39,65
664,Female,50,40,55
665,Female,27,40,47
666,Female,29,40,42
667,Female,31,40,42
668,Female,49,42,52
669,Male,33,42,60
670,Female,31,43,54
671,Male,59,43,60
672,Female,50,43,45
673,Male,47,43,41
674,Female,51,44,50
675,Male,69,44,46
676,Female,27,46,51
677,Male,53,46,46
678,Male,70,46,56
679,Male,19,46,55
680,Female,67,47,52
681,Female,54,47,59
682,Male,63,48,51
683,Male,18,48,59
684,Female,43,48,50
685,Female,68,48,48
686,Male,19,48,59
687,Female,32,48,47
688,Male,70,49,55
689,Female,47,49,42
690,Female,60,50,49
691,Female,60,50,56
692,Male,59,54,47
693,Male,26,54,54
694,Female,45,54,53
695,Male,40,54,48
696,Female,23,54,52
697,Female,49,54,42
698,Male,57,54,51
699,Male,38,54,55
700,Male,67,54,41
701,Female,46,54,44
702,Female,21,54,57
703,Male,48,54,46
704,Female,55,57,58
705,Female,22,57,55
706,Female,34,58,60
707,Female,50,58,46
708,Female,68,59,55
709,Male,18,59,41
710,Male,48,60,49
711,Female,40,60,40
712,Female,32,60,42
713,Male,24,60,52
714,Female,47,60,47
715,Female,27,60,50
716,Male,48,61,42
717,Male,20,61,49
718,Female,23,62,41
719,Female,49,62,48
720,Male,67,62,59
721,Male,26,62,55
722,Male,49,62,56
723,Female,21,62,42
724,Female,66,63,50
725,Male,54,63,46
726,Male,68,63,43
727,Male,66,63,48
728,Male,65,63,52
729,Female,19,63,54
730,Female,38,64,42
731,Male,19,64,46
732,Female,18,65,48
733,Female,19,65,50
734,Female,63,65,43
735,Female,49,65,59
736,Female,51,67,43
737,Female,50,67,57
738,Male,27,67,56
739,Female,38,67,40
740,Female,40,69,58
741,Male,39,69,91
742,Female,23,70,29
743,Female,31,70,77
744,Male,43,71,35
745,Male,40,71,95
746,Male,59,71,11
747,Male,38,71,75
748,Male,47,71,9
749,Male,39,71,75
750,Female,25,72,34
751,Female,31,72,71
752,Male,20,73,5
753,Female,29,73,88
754,Female,44,73,7
755,Male,32,73,73
756,Male,19,74,10
757,Female,35,74,72
758,Female,57,75,5
759,Male,32,75,93
760,Female,28,76,40
761,Female,32,76,87
762,Female,49,39,28
763,Female,24,39,65
764,Female,50,40,55
765,Female,27,40,47
766,Female,29,40,42
767,Female,31,40,42
768,Female,49,42,52
769,Male,33,42,60
770,Female,31,43,54
771,Male,59,43,60
772,Female,50,43,45
773,Male,47,43,41
774,Female,51,44,50
775,Male,69,44,46
776,Female,27,46,51
777,Male,53,46,46
778,Male,70,46,56
779,Male,19,46,55
780,Female,67,47,52
781,Female,54,47,59
782,Male,63,48,51
783,Male,18,48,59
784,Female,43,48,50
785,Female,68,48,48
786,Male,19,48,59
787,Female,32,48,47
788,Male,70,49,55
789,Female,47,49,42
790,Female,60,50,49
791,Female,60,50,56
792,Male,59,54,47
793,Male,26,54,54
794,Female,45,54,53
795,Male,40,54,48
796,Female,23,54,52
797,Female,49,54,42
798,Male,57,54,51
799,Male,38,54,55
800,Male,67,54,41
801,Female,46,54,44
802,Female,21,54,57
803,Male,48,54,46
804,Female,55,57,58
805,Female,22,57,55
806,Female,34,58,60
807,Female,50,58,46
808,Female,68,59,55
809,Male,18,59,41
810,Male,48,60,49
811,Female,40,60,40
812,Female,32,60,42
813,Male,24,60,52
814,Female,47,60,47
815,Female,27,60,50
816,Male,48,61,42
817,Male,20,61,49
818,Female,23,62,41
819,Female,49,62,48
820,Male,67,62,59
821,Male,26,62,55
822,Male,49,62,56
823,Female,21,62,42
824,Female,66,63,50
825,Male,54,63,46
826,Male,68,63,43
827,Male,66,63,48
828,Male,65,63,52
829,Female,19,63,54
830,Female,38,64,42
831,Male,19,64,46
832,Female,18,65,48
833,Female,19,65,50
834,Female,63,65,43
835,Female,49,65,59
836,Female,51,67,43
837,Female,50,67,57
838,Male,27,67,56
839,Female,38,67,40
840,Female,40,69,58
841,Male,39,69,91
842,Female,23,70,29
843,Female,31,70,77
844,Male,43,71,35
845,Male,40,71,95
846,Male,59,71,11
847,Male,38,71,75
848,Male,47,71,9
849,Male,39,71,75
850,Female,25,72,34
851,Female,31,72,71
852,Male,20,73,5
853,Female,29,73,88
854,Female,44,73,7
855,Male,32,73,73
856,Male,19,74,10
857,Female,35,74,72
858,Female,57,75,5
859,Male,32,75,93
860,Female,28,76,40
861,Female,32,76,87
862,Male,25,77,12
863,Male,28,77,97
864,Male,48,77,36
865,Female,32,77,74
866,Female,34,78,22
867,Male,34,78,90
868,Male,43,78,17
869,Male,39,78,88
870,Female,44,78,20
871,Female,38,78,76
872,Female,47,78,16
873,Female,27,78,89
874,Male,37,78,1
875,Female,30,78,78
876,Male,34,78,1
877,Female,30,78,73
878,Female,56,79,35
879,Female,29,79,83
880,Male,19,81,5
881,Female,31,81,93
882,Male,50,85,26
883,Female,36,85,75
884,Male,42,86,20
885,Female,33,86,95
886,Female,36,87,27
887,Male,32,87,63
888,Male,40,87,13
889,Male,28,87,75
890,Male,36,87,10
891,Male,36,87,92
892,Female,52,88,13
893,Female,30,88,86
894,Male,58,88,15
895,Male,27,88,69
896,Male,59,93,14
897,Male,35,93,90
898,Female,37,97,32
899,Female,32,97,86
900,Male,46,98,15
901,Female,29,98,88
902,Female,41,99,39
903,Male,30,99,97
904,Female,54,101,24
905,Male,28,101,68
906,Female,41,103,17
907,Female,36,103,85
908,Female,34,103,23
909,Female,32,103,69
910,Male,33,113,8
911,Female,38,113,91
912,Female,47,120,16
913,Female,35,120,79
914,Female,45,126,28
915,Male,32,126,74
916,Male,32,137,18
917,Male,30,137,83
918,Male,19,15,39
919,Male,21,15,81
920,Female,20,16,6
921,Female,23,16,77
922,Female,31,17,40
923,Female,22,17,76
924,Female,35,18,6
925,Female,23,18,94
926,Male,64,19,3
927,Female,30,19,72
928,Male,67,19,14
929,Female,35,19,99
930,Female,58,20,15
931,Female,24,20,77
932,Male,37,20,13
933,Male,22,20,79
934,Female,35,21,35
935,Male,20,21,66
936,Male,52,23,29
937,Female,35,23,98
938,Male,35,24,35
939,Male,25,24,73
940,Female,46,25,5
941,Male,31,25,73
942,Female,54,28,14
943,Male,29,28,82
944,Female,45,28,32
945,Male,35,28,61
946,Female,40,29,31
947,Female,23,29,87
948,Male,60,30,4
949,Female,21,30,73
950,Male,53,33,4
951,Male,18,33,92
952,Female,49,33,14
953,Female,21,33,81
954,Female,42,34,17
955,Female,30,34,73
956,Female,36,37,26
957,Female,20,37,75
958,Female,65,38,35
959,Male,24,38,92
960,Male,48,39,36
961,Female,31,39,61
962,Female,49,39,28
963,Female,24,39,65
964,Female,50,40,55
965,Female,27,40,47
966,Female,29,40,42
967,Female,31,40,42
968,Female,49,42,52
969,Male,33,42,60
970,Female,31,43,54
971,Male,59,43,60
972,Female,50,43,45
973,Male,47,43,41
974,Female,51,44,50
975,Male,69,44,46
976,Female,27,46,51
977,Male,53,46,46
978,Male,70,46,56
979,Male,19,46,55
980,Female,67,47,52
981,Female,54,47,59
982,Male,63,48,51
983,Male,18,48,59
984,Female,43,48,50
985,Female,68,48,48
986,Male,19,48,59
987,Female,32,48,47
988,Male,70,49,55
989,Female,47,49,42
990,Female,60,50,49
991,Female,60,50,56
992,Male,59,54,47
993,Male,26,54,54
994,Female,45,54,53
995,Male,40,54,48
996,Female,23,54,52
997,Female,49,54,42
998,Male,57,54,51
999,Male,38,54,55
1000,Male,67,54,41
1001,Female,46,54,44
1002,Female,21,54,57
1003,Male,48,54,46
1004,Female,55,57,58
1005,Female,22,57,55
1006,Female,34,58,60
1007,Female,50,58,46
1008,Female,68,59,55
1009,Male,18,59,41
1010,Male,48,60,49
1011,Female,40,60,40
1012,Female,32,60,42
1013,Male,24,60,52
1014,Female,47,60,47
1015,Female,27,60,50
1016,Male,48,61,42
1017,Male,20,61,49
1018,Female,23,62,41
1019,Female,49,62,48
1020,Male,67,62,59
1021,Male,26,62,55
1022,Male,49,62,56
1023,Female,21,62,42
1024,Female,66,63,50
1025,Male,54,63,46
1026,Male,68,63,43
1027,Male,66,63,48
1028,Male,65,63,52
1029,Female,19,63,54
1030,Female,38,64,42
1031,Male,19,64,46
1032,Female,18,65,48
1033,Female,19,65,50
1034,Female,63,65,43
1035,Female,49,65,59
1036,Female,51,67,43
1037,Female,50,67,57
1038,Male,27,67,56
1039,Female,38,67,40
1040,Female,40,69,58
1041,Male,39,69,91
1042,Female,23,70,29
1043,Female,31,70,77
1044,Male,43,71,35
1045,Male,40,71,95
1046,Male,59,71,11
1047,Male,38,71,75
1048,Male,47,71,9
1049,Male,39,71,75
1050,Female,25,72,34
1051,Female,31,72,71
1052,Male,20,73,5
1053,Female,29,73,88
1054,Female,44,73,7
1055,Male,32,73,73
1056,Male,19,74,10
1057,Female,35,74,72
1058,Female,57,75,5
1059,Male,32,75,93
1060,Female,28,76,40
1061,Female,32,76,87
1062,Female,49,39,28
1063,Female,24,39,65
1064,Female,50,40,55
1065,Female,27,40,47
1066,Female,29,40,42
1067,Female,31,40,42
1068,Female,49,42,52
1069,Male,33,42,60
1070,Female,31,43,54
1071,Male,59,43,60
1072,Female,50,43,45
1073,Male,47,43,41
1074,Female,51,44,50
1075,Male,69,44,46
1076,Female,27,46,51
1077,Male,53,46,46
1078,Male,70,46,56
1079,Male,19,46,55
1080,Female,67,47,52
1081,Female,54,47,59
1082,Male,63,48,51
1083,Male,18,48,59
1084,Female,43,48,50
1085,Female,68,48,48
1086,Male,19,48,59
1087,Female,32,48,47
1088,Male,70,49,55
1089,Female,47,49,42
1090,Female,60,50,49
1091,Female,60,50,56
1092,Male,59,54,47
1093,Male,26,54,54
1094,Female,45,54,53
1095,Male,40,54,48
1096,Female,23,54,52
1097,Female,49,54,42
1098,Male,57,54,51
1099,Male,38,54,55
1100,Male,67,54,41
1101,Female,46,54,44
1102,Female,21,54,57
1103,Male,48,54,46
1104,Female,55,57,58
1105,Female,22,57,55
1106,Female,34,58,60
1107,Female,50,58,46
1108,Female,68,59,55
1109,Male,18,59,41
1110,Male,48,60,49
1111,Female,40,60,40
1112,Female,32,60,42
1113,Male,24,60,52
1114,Female,47,60,47
1115,Female,27,60,50
1116,Male,48,61,42
1117,Male,20,61,49
1118,Female,23,62,41
1119,Female,49,62,48
1120,Male,67,62,59
1121,Male,26,62,55
1122,Male,49,62,56
1123,Female,21,62,42
1124,Female,66,63,50
1125,Male,54,63,46
1126,Male,68,63,43
1127,Male,66,63,48
1128,Male,65,63,52
1129,Female,19,63,54
1130,Female,38,64,42
1131,Male,19,64,46
1132,Female,18,65,48
1133,Female,19,65,50
1134,Female,63,65,43
1135,Female,49,65,59
1136,Female,51,67,43
1137,Female,50,67,57
1138,Male,27,67,56
1139,Female,38,67,40
1140,Female,40,69,58
1141,Male,39,69,91
1142,Female,23,70,29
1143,Female,31,70,77
1144,Male,43,71,35
1145,Male,40,71,95
1146,Male,59,71,11
1147,Male,38,71,75
1148,Male,47,71,9
1149,Male,39,71,75
1150,Female,25,72,34
1151,Female,31,72,71
1152,Male,20,73,5
1153,Female,29,73,88
1154,Female,44,73,7
1155,Male,32,73,73
1156,Male,19,74,10
1157,Female,35,74,72
1158,Female,57,75,5
1159,Male,32,75,93
1160,Female,28,76,40
1161,Female,32,76,87
1162,Male,25,77,12
1163,Male,28,77,97
1164,Male,48,77,36
1165,Female,32,77,74
1166,Female,34,78,22
1167,Male,34,78,90
1168,Male,43,78,17
1169,Male,39,78,88
1170,Female,44,78,20
1171,Female,38,78,76
1172,Female,47,78,16
1173,Female,27,78,89
1174,Male,37,78,1
1175,Female,30,78,78
1176,Male,34,78,1
1177,Female,30,78,73
1178,Female,56,79,35
1179,Female,29,79,83
1180,Male,19,81,5
1181,Female,31,81,93
1182,Male,50,85,26
1183,Female,36,85,75
1184,Male,42,86,20
1185,Female,33,86,95
1186,Female,36,87,27
1187,Male,32,87,63
1188,Male,40,87,13
1189,Male,28,87,75
1190,Male,36,87,10
1191,Male,36,87,92
1192,Female,52,88,13
1193,Female,30,88,86
1194,Male,58,88,15
1195,Male,27,88,69
1196,Male,59,93,14
1197,Male,35,93,90
1198,Female,37,97,32
1199,Female,32,97,86
1200,Male,46,98,15
1201,Female,29,98,88
1202,Female,41,99,39
1203,Male,30,99,97
1204,Female,54,101,24
1205,Male,28,101,68
1206,Female,41,103,17
1207,Female,36,103,85
1208,Female,34,103,23
1209,Female,32,103,69
1210,Male,33,113,8
1211,Female,38,113,91
1212,Female,47,120,16
1213,Female,35,120,79
1214,Female,45,126,28
1215,Male,32,126,74
1216,Male,32,137,18
1217,Male,30,137,83
1218,Male,19,15,39
1219,Male,21,15,81
1220,Female,20,16,6
1221,Female,23,16,77
1222,Female,31,17,40
1223,Female,22,17,76
1224,Female,35,18,6
1225,Female,23,18,94
1226,Male,64,19,3
1227,Female,30,19,72
1228,Male,67,19,14
1229,Female,35,19,99
1230,Female,58,20,15
1231,Female,24,20,77
1232,Male,37,20,13
1233,Male,22,20,79
1234,Female,35,21,35
1235,Male,20,21,66
1236,Male,52,23,29
1237,Female,35,23,98
1238,Male,35,24,35
1239,Male,25,24,73
1240,Female,46,25,5
1241,Male,31,25,73
1242,Female,54,28,14
1243,Male,29,28,82
1244,Female,45,28,32
